,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xAG,npxG+xAG,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
157,Kate Longhurst,eng ENG,DF,West Ham,32,1989,22,20,1759,19.5,1,2,1,0,0,4,0,0.05,0.10,0.15,0.05,0.15,0.4,0.4,1.5,1.9,0.02,0.08,0.10,0.02,0.10,Matches,05638837
158,Vicky Losada,es ESP,MF,Manchester City,30,1991,12,6,592,6.6,3,1,3,0,0,0,0,0.46,0.15,0.61,0.46,0.61,1.1,1.1,1.2,2.3,0.17,0.18,0.35,0.17,0.35,Matches,8b27176a
159,Rikke Læntver Sevecke,dk DEN,DF,Everton,25,1996,11,9,843,9.4,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.6,0.6,1.3,1.9,0.06,0.13,0.20,0.06,0.20,Matches,2fff97d6
160,Frida Maanum,no NOR,MFDF,Arsenal,22,1999,21,10,985,10.9,3,0,3,0,0,0,0,0.27,0.00,0.27,0.27,0.27,1.7,1.7,0.4,2.1,0.16,0.03,0.19,0.16,0.19,Matches,fb583d6d
161,Ruby Mace,eng ENG,DF,Manchester City,17,2003,7,2,264,2.9,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.2,0.2,0.3,0.5,0.08,0.09,0.18,0.08,0.18,Matches,e5a62c31
162,Sandy MacIver,eng ENG,GK,Everton,23,1998,18,18,1620,18.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,90ebe6bf
163,Simone Magill,nir NIR,FWMF,Everton,26,1994,14,5,547,6.1,2,1,2,0,0,0,0,0.33,0.16,0.49,0.33,0.49,1.0,1.0,0.7,1.7,0.16,0.12,0.28,0.16,0.28,Matches,34691e2f
164,Leonie Maier,de GER,DFMF,Everton,28,1992,15,13,1090,12.1,1,0,1,0,0,0,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.7,1.0,0.02,0.06,0.08,0.02,0.08,Matches,bff94098
165,Aoife Mannion,eng ENG,DF,Manchester Utd,25,1995,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches,65be012f
166,Noëlle Maritz,ch SUI,DF,Arsenal,25,1995,19,19,1585,17.6,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.3,1.7,0.02,0.08,0.09,0.02,0.09,Matches,41d5abd2
167,Sarah Mayling,eng ENG,DF,Aston Villa,24,1997,21,21,1874,20.8,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,0.8,1.3,0.02,0.04,0.06,0.02,0.06,Matches,5aad26a6
168,Katie McCabe,ie IRL,DFFW,Arsenal,25,1995,20,16,1330,14.8,5,6,4,1,1,9,1,0.34,0.41,0.74,0.27,0.68,2.7,1.9,2.5,4.4,0.18,0.17,0.35,0.13,0.30,Matches,cb3a3ff4
169,Olivia McLoughlin,eng ENG,MFDF,Aston Villa,16,2004,11,3,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,9a67772c
