,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
111,Sophie Ingle,wls WAL,MF,Chelsea,26,1991,14,14,1221,13.6,0,2,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.7,0.7,1.2,1.9,0.05,0.09,0.14,0.05,0.14,Matches,64623394
112,Angharad James,wls WAL,MF,Everton,24,1994,19,18,1624,18.0,0,1,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,1.9,1.9,1.1,3.0,0.10,0.06,0.16,0.10,0.16,Matches,6444e5a0
113,Rebecca Jane,eng ENG,DF,Reading,26,1992,8,3,367,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.05,0.07,0.02,0.07,Matches,af03972f
114,Dominique Janssen,nl NED,MFDF,Arsenal,23,1995,19,19,1676,18.6,3,3,3,0,0,0,0,0.16,0.16,0.32,0.16,0.32,2.3,2.3,2.1,4.5,0.12,0.11,0.24,0.12,0.24,Matches,800b668b
115,Simran Jhamat,eng ENG,MFFW,Liverpool,17,2001,2,0,45,0.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,ade443fe
116,Ali Johnson,eng ENG,DF,Bristol City,,,3,1,106,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,4ba2c39a
117,Inessa Kaagman,nl NED,MFFW,Everton,22,1996,19,18,1497,16.6,4,4,4,0,1,0,0,0.24,0.24,0.48,0.24,0.48,4.4,3.6,2.2,5.8,0.26,0.13,0.40,0.22,0.35,Matches,4f9ac754
118,Chloe Kelly,eng ENG,MFFW,Everton,20,1998,11,10,918,10.2,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,2.0,2.0,1.8,3.8,0.19,0.18,0.37,0.19,0.37,Matches,9ff67bf9
119,Tabea Kemme,de GER,FWMF,Arsenal,26,1991,3,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4fea1010
120,Juliette Kemppi,fi FIN,FW,Bristol City,24,1994,14,12,870,9.7,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.1,0.8,0.07,0.02,0.08,0.07,0.08,Matches,fc807816
121,Danique Kerkdijk,nl NED,DF,Bristol City,22,1996,19,17,1553,17.3,2,0,2,0,0,1,0,0.12,0.00,0.12,0.12,0.12,1.5,1.5,0.1,1.5,0.09,0.00,0.09,0.09,0.09,Matches,b04bd0b8
122,Leanne Kiernan,ie IRL,FWMF,West Ham,19,1999,15,10,917,10.2,2,1,2,0,0,2,0,0.20,0.10,0.29,0.20,0.29,1.6,1.6,0.5,2.1,0.16,0.05,0.20,0.16,0.20,Matches,be519a1d
123,Fran Kirby,eng ENG,FWMF,Chelsea,25,1993,16,9,967,10.7,9,0,7,2,2,0,0,0.84,0.00,0.84,0.65,0.65,7.8,6.3,2.1,8.5,0.73,0.20,0.93,0.59,0.79,Matches,bd91e11f
124,Frances Kitching,eng ENG,GK,Liverpool,20,1998,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5a91247a
125,Rosie Kmita,eng ENG,FWMF,West Ham,24,1994,14,1,222,2.5,1,1,1,0,0,0,0,0.41,0.41,0.81,0.41,0.81,0.6,0.6,0.6,1.1,0.22,0.24,0.46,0.22,0.46,Matches,a58785c5
126,Ava Kuyken,eng ENG,MFDF,Arsenal,17,2001,7,1,109,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,2cc918c3
127,Hayley Ladd,wls WAL,MF,Birmingham City,24,1993,19,19,1690,18.8,2,1,2,0,0,2,1,0.11,0.05,0.16,0.11,0.16,0.7,0.7,1.8,2.5,0.04,0.10,0.13,0.04,0.13,Matches,1e4d1c4c
128,Melissa Lawley,eng ENG,FW,Manchester City,24,1994,4,3,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.08,0.06,0.14,0.08,0.14,Matches,6ca0cbee
129,Maya Le Tissier,eng ENG,MF,Brighton,16,2002,2,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.04,0.04,0.00,0.04,Matches,087316e6
130,Jenna Legg,eng ENG,MFFW,Brighton,21,1997,3,2,107,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c8863e2e
131,Alisha Lehmann,ch SUI,FWMF,West Ham,19,1999,20,20,1721,19.1,6,3,6,0,0,1,0,0.31,0.16,0.47,0.31,0.47,5.0,5.0,2.2,7.2,0.26,0.11,0.38,0.26,0.38,Matches,f32bb122
132,Adriana Leon,ca CAN,FWMF,West Ham,25,1992,6,4,348,3.9,1,0,1,0,0,0,0,0.26,0.00,0.26,0.26,0.26,0.7,0.7,0.3,1.1,0.19,0.09,0.28,0.19,0.28,Matches,15c7bfb7
133,Kirstie Levell,eng ENG,GK,Everton,21,1997,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,85b75d24
134,Hedvig Lindahl,se SWE,GK,Chelsea,35,1983,9,9,810,9.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2d309cfe
135,Kirsty Linnett,eng ENG,FW,Liverpool,24,1993,15,9,748,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.0,1.0,0.1,1.1,0.12,0.02,0.14,0.12,0.14,Matches,23a667a7
136,Kim Little,sct SCO,MF,Arsenal,28,1990,14,14,1225,13.6,8,6,5,3,3,0,0,0.59,0.44,1.03,0.37,0.81,5.0,2.7,2.0,4.7,0.37,0.15,0.52,0.20,0.34,Matches,bef86627
137,Leandra Little,eng ENG,DFFW,Liverpool,33,1984,11,5,454,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.12,0.00,0.12,0.12,0.12,Matches,b6d20345
138,Kate Longhurst,eng ENG,MFDF,West Ham,29,1989,19,17,1596,17.7,2,1,2,0,0,4,0,0.11,0.06,0.17,0.11,0.17,2.0,2.0,0.5,2.4,0.11,0.03,0.14,0.11,0.14,Matches,05638837
139,Simone Magill,nir NIR,FWMF,Everton,23,1994,17,16,1386,15.4,2,2,2,0,0,1,0,0.13,0.13,0.26,0.13,0.26,1.4,1.4,1.8,3.2,0.09,0.12,0.21,0.09,0.21,Matches,34691e2f
140,Aoife Mannion,eng ENG,DF,Birmingham City,22,1995,20,20,1800,20.0,2,0,1,1,2,4,0,0.10,0.00,0.10,0.05,0.05,1.7,0.1,0.4,0.6,0.09,0.02,0.11,0.01,0.03,Matches,65be012f
141,Ellie Mason,nir NIR,DFMF,Yeovil Town,22,1996,20,19,1681,18.7,3,0,3,0,1,0,0,0.16,0.00,0.16,0.16,0.16,1.8,0.9,0.1,1.0,0.09,0.00,0.10,0.05,0.05,Matches,86774752
142,Jasmine Matthews,eng ENG,DF,Liverpool,25,1993,10,10,895,9.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,208e9d61
143,Sarah Mayling,eng ENG,FWDF,Birmingham City,21,1997,17,8,835,9.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.03,0.06,0.03,0.06,Matches,5aad26a6
144,Katie McCabe,ie IRL,MFFW,Arsenal,22,1995,20,17,1575,17.5,5,8,5,0,0,2,0,0.29,0.46,0.74,0.29,0.74,4.2,4.2,3.7,7.9,0.24,0.21,0.45,0.24,0.45,Matches,cb3a3ff4
145,Rachel McLauchlan,sct SCO,MFDF,Yeovil Town,21,1997,7,7,630,7.0,0,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,0.3,0.3,0.3,0.6,0.05,0.04,0.09,0.05,0.09,Matches,aa88eabb
146,Abbie McManus,eng ENG,DF,Manchester City,25,1993,13,10,911,10.1,0,2,0,0,0,2,0,0.00,0.20,0.20,0.00,0.20,0.6,0.6,1.9,2.5,0.06,0.19,0.25,0.06,0.25,Matches,6b4fff19
147,Beth Mead,eng ENG,FWMF,Arsenal,23,1995,19,18,1519,16.9,7,12,7,0,0,2,0,0.41,0.71,1.13,0.41,1.13,3.5,3.5,7.8,11.3,0.21,0.46,0.67,0.21,0.67,Matches,921c8f1d
148,Vivianne Miedema,nl NED,FW,Arsenal,22,1996,20,20,1779,19.8,22,10,22,0,0,1,0,1.11,0.51,1.62,1.11,1.62,14.6,14.6,6.9,21.5,0.74,0.35,1.09,0.74,1.09,Matches,fa4e4c0a
149,Emma Mitchell,sct SCO,DF,Arsenal,25,1992,11,9,809,9.0,1,0,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,0.2,0.2,0.6,0.8,0.03,0.07,0.09,0.03,0.09,Matches,0bf3e7fe
150,Maren Mjelde,no NOR,DFMF,Chelsea,28,1989,7,6,561,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.2,1.4,0.04,0.19,0.23,0.04,0.23,Matches,3bf287fc
151,Grace Moloney,ie IRL,GK,Reading,25,1993,20,20,1800,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dd0c049a
152,Jade Moore,eng ENG,MFFW,Reading,27,1990,13,12,974,10.8,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.1,1.1,0.6,1.7,0.10,0.06,0.16,0.10,0.16,Matches,4319f536
153,Anna Moorhouse,eng ENG,GK,West Ham,23,1995,10,10,805,8.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,271c5edc
154,Esme Morgan,eng ENG,DF,Manchester City,17,2000,6,5,475,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.03,0.06,0.04,0.06,Matches,ecacba26
155,Christie Murray,sct SCO,MF,Liverpool,28,1990,19,16,1293,14.4,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,1.1,1.7,0.04,0.08,0.12,0.04,0.12,Matches,629a62ec
156,Satara Murray,jm JAM,DF,Liverpool,25,1993,14,14,1260,14.0,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.0,0.0,0.3,0.4,0.00,0.02,0.03,0.00,0.03,Matches,c519dc3a
157,Nadia Nadim,dk DEN,FW,Manchester City,30,1988,3,2,173,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,1.5,0.72,0.07,0.79,0.72,0.79,Matches,4f24c672
158,Kate Natkiel,eng ENG,FWMF,Brighton,25,1992,12,9,756,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.05,0.02,0.07,0.05,0.07,Matches,b428e192
159,Amanda Nildén,se SWE,DFMF,Brighton,19,1998,4,1,148,1.6,1,0,1,0,0,0,0,0.61,0.00,0.61,0.61,0.61,0.1,0.1,0.2,0.2,0.04,0.11,0.14,0.04,0.14,Matches,ede1eaea
160,Jordan Nobbs,eng ENG,MFFW,Arsenal,25,1992,8,8,704,7.8,9,3,9,0,0,0,0,1.15,0.38,1.53,1.15,1.53,4.7,4.7,3.4,8.1,0.61,0.43,1.04,0.61,1.04,Matches,2225335c
161,Mayumi Pacheco,eng ENG,DF,Reading,19,1998,16,14,1261,14.0,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,0.5,0.7,0.01,0.04,0.05,0.01,0.05,Matches,3dec204f
162,Jessica Park,eng ENG,FWMF,Manchester City,16,2001,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,1.41,0.00,1.41,1.41,1.41,Matches,4a27340c
163,Nikita Parris,eng ENG,FW,Manchester City,24,1994,19,18,1595,17.7,19,7,15,4,4,2,0,1.07,0.39,1.47,0.85,1.24,17.4,14.2,4.9,19.2,0.98,0.28,1.26,0.80,1.08,Matches,fa5faf19
164,Poppy Pattinson,eng ENG,DF,Bristol City,18,2000,19,19,1693,18.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.7,0.8,0.01,0.03,0.04,0.01,0.04,Matches,eced0e75
165,Heather Payne,ie IRL,FWMF,Bristol City,18,2000,9,1,241,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.09,0.04,0.12,0.09,0.12,Matches,86f7f003
166,Kirsty Pearce,,DF,Reading,,,18,17,1522,16.9,1,2,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,1.0,1.0,0.6,1.7,0.06,0.04,0.10,0.06,0.10,Matches,806513bf
167,Chloe Peplow,eng ENG,MF,Brighton,19,1998,16,14,1095,12.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.0,1.4,0.03,0.08,0.12,0.03,0.12,Matches,b503594e
168,Ria Percival,nz NZL,DFMF,West Ham,28,1989,16,15,1368,15.2,0,2,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.1,0.1,0.9,1.0,0.01,0.06,0.07,0.01,0.07,Matches,f3746547
169,Sophie Perry,ie IRL,DFMF,Brighton,31,1986,7,4,411,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.10,0.06,0.16,0.10,0.16,Matches,af39b29f
170,Pauline Peyraud Magnin,fr FRA,GK,Arsenal,26,1992,13,13,1170,13.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c6876fd6
171,Liberty Piggott,wls WAL,FW,Yeovil Town,20,1997,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3f9a8e6f
172,Jo Potter,eng ENG,DF,Reading,33,1984,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.0,0.02,0.05,0.07,0.02,0.07,Matches,ffe84701
173,Anke Preuß,de GER,GK,Liverpool,25,1992,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,07943bfe
174,Jemma Purfield,eng ENG,DF,Liverpool,21,1997,6,6,540,6.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,adf8b12b
175,Louise Quinn,ie IRL,DF,Arsenal,28,1990,19,17,1544,17.2,1,1,1,0,0,0,0,0.06,0.06,0.12,0.06,0.12,1.5,1.5,0.5,2.0,0.09,0.03,0.11,0.09,0.11,Matches,4aa73137
176,Lucy Quinn,ie IRL,FWMF,Birmingham City,24,1993,13,6,582,6.5,1,2,1,0,0,0,0,0.15,0.31,0.46,0.15,0.46,1.4,1.4,0.8,2.2,0.22,0.13,0.35,0.22,0.35,Matches,c7194657
177,Claire Rafferty,eng ENG,DF,West Ham,29,1989,13,11,1042,11.6,1,0,1,0,0,0,0,0.09,0.00,0.09,0.09,0.09,0.3,0.3,1.5,1.8,0.02,0.13,0.16,0.02,0.16,Matches,6bba15fa
178,Laura Rafferty,nir NIR,DF,Brighton,22,1996,13,13,1170,13.0,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,1.1,1.1,0.6,1.7,0.08,0.04,0.13,0.08,0.13,Matches,0ebf8bcd
179,Lucienne Reichardt,nl NED,MFDF,West Ham,27,1991,12,10,771,8.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.03,0.00,0.04,0.03,0.04,Matches,77494670
180,Ali Riley,nz NZL,DFFW,Chelsea,30,1987,9,2,352,3.9,0,2,0,0,0,0,0,0.00,0.51,0.51,0.00,0.51,0.2,0.2,1.8,2.0,0.05,0.46,0.52,0.05,0.52,Matches,c65fc5cf
181,Leigh-Anne Robe,eng ENG,DF,Liverpool,24,1993,19,19,1710,19.0,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,0.9,1.0,0.00,0.05,0.05,0.00,0.05,Matches,0907ce66
182,Rhiannon Roberts,wls WAL,MFDF,Liverpool,27,1990,8,6,514,5.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.05,0.00,0.05,0.05,0.05,Matches,04be3fea
183,Katie Robinson,eng ENG,FW,Bristol City,15,2002,7,0,102,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.45,0.03,0.48,0.45,0.48,Matches,9809a8d0
184,Amy Rodgers,eng ENG,MFDF,Liverpool,18,2000,12,9,839,9.3,1,1,1,0,0,1,0,0.11,0.11,0.21,0.11,0.21,1.0,1.0,0.4,1.4,0.11,0.04,0.15,0.11,0.15,Matches,4f15e6a9
185,Bethan Roe,eng ENG,DF,Brighton,18,1999,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,1f412db9
186,Ellie Roebuck,eng ENG,GK,Manchester City,18,1999,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,16d7db66
187,Katie Rood,nz NZL,FWMF,Bristol City,25,1992,4,1,107,1.2,1,0,1,0,0,0,0,0.84,0.00,0.84,0.84,0.84,0.4,0.4,0.0,0.4,0.31,0.00,0.31,0.31,0.31,Matches,99739d83
188,Jane Ross,sct SCO,FW,West Ham,28,1989,20,18,1660,18.4,7,2,7,0,1,0,0,0.38,0.11,0.49,0.38,0.49,5.7,4.7,2.8,7.5,0.31,0.15,0.46,0.26,0.41,Matches,8844be23
189,Rachel Rowe,wls WAL,MF,Reading,25,1992,1,1,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches,3a336e9f
190,Ella Rutherford,eng ENG,FWMF,Bristol City,18,2000,20,17,1459,16.2,2,1,2,0,0,4,0,0.12,0.06,0.19,0.12,0.19,2.7,2.7,1.7,4.4,0.17,0.11,0.27,0.17,0.27,Matches,36984d53
191,Vyan Sampson,jm JAM,DFMF,West Ham,22,1996,12,6,479,5.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4846c6bf
192,Jessica Samuelsson,se SWE,DF,Arsenal,26,1992,8,1,193,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9a3cb08a
193,Meaghan Sargeant,eng ENG,DF,Birmingham City,24,1994,19,17,1520,16.9,3,0,3,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.1,1.1,0.2,1.3,0.07,0.01,0.08,0.07,0.08,Matches,030e6560
194,Viktoria Schnaderbeck,at AUT,MFDF,Arsenal,27,1991,5,1,104,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09,Matches,51d0ba7e
195,Connie Scofield,eng ENG,MF,Birmingham City,19,1999,10,3,312,3.5,1,1,1,0,0,0,0,0.29,0.29,0.58,0.29,0.58,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,192b4396
196,Harriet Scott,ie IRL,DF,Birmingham City,25,1993,14,11,1024,11.4,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,0.8,0.7,0.5,1.2,0.07,0.04,0.11,0.07,0.11,Matches,9ea4f36a
197,Jill Scott,eng ENG,MF,Manchester City,31,1987,19,19,1574,17.5,0,5,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,2.1,2.1,1.6,3.6,0.12,0.09,0.21,0.12,0.21,Matches,bb3bd078
198,Hannah Short,eng ENG,DF,Yeovil Town,25,1993,18,18,1545,17.2,1,1,1,0,0,1,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,0.7,1.3,0.03,0.04,0.07,0.03,0.07,Matches,59a2fc58
199,Julia Simic,de GER,MF,West Ham,29,1989,11,11,907,10.1,2,4,2,0,0,1,0,0.20,0.40,0.60,0.20,0.60,1.0,1.0,2.9,3.9,0.10,0.29,0.39,0.10,0.39,Matches,71a8e019
200,Erin Simon,us USA,DF,West Ham,23,1994,17,16,1396,15.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,99b8bc28
201,Emily Simpkins,eng ENG,MF,Brighton,28,1990,6,2,256,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.24,0.01,0.25,0.24,0.25,Matches,6648899b
202,Cho So-hyun,kr KOR,MF,West Ham,30,1988,7,6,570,6.3,0,2,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.1,0.1,0.6,0.7,0.02,0.09,0.11,0.02,0.11,Matches,4c004d8c
203,Ji So-yun,kr KOR,MF,Chelsea,27,1991,17,17,1430,15.9,6,2,6,0,0,0,0,0.38,0.13,0.50,0.38,0.50,3.5,3.5,3.9,7.5,0.22,0.25,0.47,0.22,0.47,Matches,60d80b92
204,Drew Spence,jm JAM,MF,Chelsea,25,1992,17,15,1206,13.4,1,3,1,0,0,3,0,0.07,0.22,0.30,0.07,0.30,3.8,3.8,1.6,5.4,0.28,0.12,0.40,0.28,0.40,Matches,8983fe4a
205,Rebecca Spencer,jm JAM,GK,West Ham,27,1991,12,10,993,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,c207731f
206,Lucy Staniforth,eng ENG,MFFW,Birmingham City,25,1992,19,18,1618,18.0,2,5,2,0,0,1,0,0.11,0.28,0.39,0.11,0.39,3.2,3.2,3.6,6.8,0.18,0.20,0.38,0.18,0.38,Matches,2ee41ad7
207,Georgia Stanway,eng ENG,MFFW,Manchester City,19,1999,19,13,1314,14.6,11,3,11,0,0,4,0,0.75,0.21,0.96,0.75,0.96,6.8,6.8,3.1,9.9,0.46,0.21,0.68,0.46,0.68,Matches,89c43b54
208,Demi Stokes,eng ENG,DF,Manchester City,26,1991,11,11,914,10.2,1,1,1,0,0,0,0,0.10,0.10,0.20,0.10,0.20,0.5,0.5,0.5,1.0,0.05,0.05,0.10,0.05,0.10,Matches,a49a1c85
209,Abbey-Leigh Stringer,eng ENG,MF,Everton,23,1995,15,13,1171,13.0,1,1,1,0,0,4,0,0.08,0.08,0.15,0.08,0.15,0.4,0.4,0.3,0.6,0.03,0.02,0.05,0.03,0.05,Matches,d2fb8712
210,Courtney Sweetman-Kirk,eng ENG,FWMF,Liverpool,27,1990,19,15,1341,14.9,10,0,7,3,3,0,0,0.67,0.00,0.67,0.47,0.47,8.5,6.2,1.0,7.1,0.57,0.06,0.64,0.41,0.48,Matches,e04121b4
211,Emily Syme,eng ENG,MFFW,Yeovil Town,18,2000,15,8,775,8.6,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.1,1.1,0.1,1.3,0.13,0.02,0.15,0.13,0.15,Matches,abf0120b
212,Charlie Taylor,eng ENG,MF,Yeovil Town,,,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Matches,7abe311a
213,Carly Telford,eng ENG,GK,Chelsea,31,1987,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a428bcd0
214,Lauren Thomas,eng ENG,MFFW,Liverpool,,,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8ba7b9a0
215,Maria Thorisdottir,no NOR,MFDF,Chelsea,25,1993,5,3,309,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.05,0.05,0.00,0.05,Matches,8ee86892
216,Danielle Turner,eng ENG,DFMF,Everton,27,1991,14,13,1129,12.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.8,2.0,0.02,0.14,0.16,0.02,0.16,Matches,cdcfea31
217,Iniabasi Umotong,ng NGA,FW,Brighton,24,1994,20,14,1237,13.7,2,1,2,0,0,0,0,0.15,0.07,0.22,0.15,0.22,3.5,3.5,1.2,4.8,0.26,0.09,0.35,0.26,0.35,Matches,73699805
218,Sari van Veenendaal,nl NED,GK,Arsenal,28,1990,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b2803b53
219,Katrine Veje,dk DEN,DFFW,Arsenal,27,1991,8,7,622,6.9,0,2,0,0,0,1,0,0.00,0.29,0.29,0.00,0.29,0.2,0.2,1.5,1.7,0.04,0.21,0.25,0.04,0.25,Matches,613c3da2
220,Brianna Visalli,us USA,MFFW,West Ham,23,1995,20,16,1393,15.5,1,2,1,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.8,1.8,1.4,3.2,0.11,0.09,0.21,0.11,0.21,Matches,bbdfa558
221,Claudia Walker,eng ENG,FW,Everton,22,1996,10,3,415,4.6,1,0,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,1.3,1.3,0.2,1.5,0.28,0.05,0.33,0.28,0.33,Matches,fcdb5047
222,Claudia Walker,eng ENG,FWMF,Birmingham City,22,1996,7,3,285,3.2,0,1,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,0.9,0.9,0.9,1.8,0.29,0.28,0.57,0.29,0.57,Matches,fcdb5047
223,Keira Walsh,eng ENG,MF,Manchester City,21,1997,19,19,1710,19.0,1,5,1,0,0,3,0,0.05,0.26,0.32,0.05,0.32,0.4,0.4,2.2,2.6,0.02,0.12,0.14,0.02,0.14,Matches,ca934b6b
