,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
111,Chloe Kelly,eng ENG,FW,Everton,21,1998,12,12,1065,11.8,9,1,9,0,0,2,0,0.76,0.08,0.85,0.76,0.85,4.7,4.7,2.4,7.1,0.39,0.20,0.60,0.39,0.60,Matches,9ff67bf9
112,Danique Kerkdijk,nl NED,DF,Brighton,23,1996,14,13,1171,13.0,1,1,1,0,0,3,0,0.08,0.08,0.15,0.08,0.15,0.5,0.5,0.1,0.6,0.04,0.01,0.05,0.04,0.05,Matches,b04bd0b8
113,Sam Kerr,au AUS,FW,Chelsea,25,1993,4,3,294,3.3,1,1,1,0,0,0,0,0.31,0.31,0.61,0.31,0.61,2.6,2.6,2.0,4.5,0.79,0.60,1.39,0.79,1.39,Matches,6a435e8d
114,Leanne Kiernan,ie IRL,FWMF,West Ham,20,1999,9,7,522,5.8,1,0,1,0,0,3,1,0.17,0.00,0.17,0.17,0.17,0.7,0.7,0.0,0.7,0.13,0.00,0.13,0.13,0.13,Matches,be519a1d
115,Fran Kirby,eng ENG,FWMF,Chelsea,26,1993,4,2,194,2.2,0,3,0,0,0,0,0,0.00,1.39,1.39,0.00,1.39,0.7,0.7,1.2,2.0,0.34,0.57,0.91,0.34,0.91,Matches,bd91e11f
116,Wiktoria Kiszkis,pl POL,FW,West Ham,16,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,5.71,0.00,5.71,5.71,5.71,Matches,979f9251
117,Frances Kitching,eng ENG,GK,Liverpool,21,1998,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,5a91247a
118,Tinja-Riikka Korpela,fi FIN,GK,Everton,33,1986,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9df8e322
119,Cecilie Kvamme,no NOR,DF,West Ham,23,1995,13,10,975,10.8,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.0,0.0,1.3,1.3,0.00,0.12,0.12,0.00,0.12,Matches,9d8d9f54
120,Hayley Ladd,wls WAL,MF,Manchester Utd,25,1993,14,14,1229,13.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.3,1.0,0.05,0.02,0.07,0.05,0.07,Matches,1e4d1c4c
121,Melissa Lawley,eng ENG,FWMF,Liverpool,25,1994,14,14,1209,13.4,1,0,0,1,2,3,0,0.07,0.00,0.07,0.00,0.00,2.9,1.3,1.0,2.3,0.21,0.08,0.29,0.10,0.17,Matches,6ca0cbee
122,Rachael Laws,eng ENG,GK,Reading,28,1990,5,4,431,4.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7b45e2ca
123,Léa Le Garrec,fr FRA,FWMF,Brighton,26,1993,15,14,1176,13.1,1,2,1,0,0,3,1,0.08,0.15,0.23,0.08,0.23,2.0,2.0,2.3,4.3,0.16,0.18,0.33,0.16,0.33,Matches,9533489c
124,Maya Le Tissier,eng ENG,DFMF,Brighton,17,2002,12,7,788,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.9,0.9,0.00,0.10,0.10,0.00,0.10,Matches,087316e6
125,Alisha Lehmann,ch SUI,FWMF,West Ham,20,1999,13,11,966,10.7,3,2,3,0,0,1,0,0.28,0.19,0.47,0.28,0.47,2.4,2.4,2.2,4.6,0.22,0.20,0.42,0.22,0.42,Matches,f32bb122
126,Kristine Leine,no NOR,DF,Reading,23,1996,11,11,990,11.0,1,2,1,0,0,1,0,0.09,0.18,0.27,0.09,0.27,1.9,1.9,1.1,3.1,0.18,0.10,0.28,0.18,0.28,Matches,c125174e
127,Adriana Leon,ca CAN,FWMF,West Ham,26,1992,11,7,641,7.1,5,0,5,0,0,1,0,0.70,0.00,0.70,0.70,0.70,2.8,2.8,0.1,2.9,0.39,0.02,0.41,0.39,0.41,Matches,15c7bfb7
128,Kirsty Linnett,eng ENG,MFFW,Liverpool,25,1993,11,8,622,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.2,1.0,0.12,0.02,0.14,0.12,0.14,Matches,23a667a7
129,Kim Little,sct SCO,MF,Arsenal,29,1990,12,12,1055,11.7,5,2,4,1,1,0,0,0.43,0.17,0.60,0.34,0.51,3.3,2.5,2.7,5.2,0.28,0.23,0.51,0.21,0.44,Matches,bef86627
130,Ruesha Littlejohn,ie IRL,MFFW,West Ham,29,1990,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,342232da
131,Chloe Logarzo,au AUS,MF,Bristol City,24,1994,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,40a0bec9
132,Kate Longhurst,eng ENG,MF,West Ham,30,1989,13,11,962,10.7,0,2,0,0,0,5,0,0.00,0.19,0.19,0.00,0.19,1.1,1.1,1.1,2.2,0.10,0.10,0.21,0.10,0.21,Matches,05638837
133,Matilde Lundorf,dk DEN,DFMF,Brighton,20,1999,8,6,593,6.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.6,0.09,0.00,0.09,0.09,0.09,Matches,692a8fce
134,Sandy MacIver,eng ENG,GK,Everton,21,1998,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,90ebe6bf
135,Simone Magill,nir NIR,FWMF,Everton,24,1994,12,10,895,9.9,1,2,1,0,0,0,0,0.10,0.20,0.30,0.10,0.30,1.8,1.8,1.1,2.9,0.18,0.11,0.29,0.18,0.29,Matches,34691e2f
136,Leonie Maier,de GER,DF,Arsenal,26,1992,13,6,686,7.6,0,2,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.2,0.2,1.3,1.4,0.02,0.17,0.19,0.02,0.19,Matches,bff94098
137,Aoife Mannion,eng ENG,DF,Manchester City,23,1995,4,4,356,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,65be012f
138,Lucía Marte,do DOM,DFFW,Tottenham,21,1997,5,1,148,1.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07,Matches,be71f47a
139,Jasmine Matthews,eng ENG,DFMF,Bristol City,26,1993,13,13,1170,13.0,0,1,0,0,0,0,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,0.7,1.5,0.06,0.06,0.12,0.06,0.12,Matches,208e9d61
140,Rebecca May,,FW,Manchester Utd,17,2002,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3722867f
141,Sarah Mayling,eng ENG,DFFW,Birmingham City,22,1997,9,8,721,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.05,0.06,0.10,0.05,0.10,Matches,5aad26a6
142,Katie McCabe,ie IRL,DF,Arsenal,23,1995,13,12,1047,11.6,0,1,0,0,0,4,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,0.7,1.3,0.06,0.06,0.11,0.06,0.11,Matches,cb3a3ff4
143,Abbie McManus,eng ENG,DF,Manchester Utd,26,1993,11,11,990,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches,6b4fff19
144,Beth Mead,eng ENG,FW,Arsenal,24,1995,14,11,976,10.8,3,3,3,0,0,2,0,0.28,0.28,0.55,0.28,0.55,2.9,2.9,3.6,6.4,0.27,0.33,0.59,0.27,0.59,Matches,921c8f1d
145,Tessel Middag,nl NED,MF,West Ham,26,1992,13,9,713,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.06,0.01,0.06,0.06,0.06,Matches,391e83d9
146,Vivianne Miedema,nl NED,FW,Arsenal,23,1996,14,14,1226,13.6,16,8,16,0,0,1,0,1.17,0.59,1.76,1.17,1.76,10.5,10.5,6.8,17.4,0.77,0.50,1.28,0.77,1.28,Matches,fa4e4c0a
147,Emma Mitchell,sct SCO,DF,Arsenal,26,1992,2,0,34,0.4,1,0,1,0,0,0,0,2.65,0.00,2.65,2.65,2.65,0.6,0.6,0.2,0.8,1.60,0.48,2.08,1.60,2.08,Matches,0bf3e7fe
148,Emma Mitchell,sct SCO,DF,Tottenham,26,1992,4,3,315,3.5,2,0,2,0,0,0,0,0.57,0.00,0.57,0.57,0.57,0.2,0.2,0.4,0.5,0.05,0.11,0.16,0.05,0.16,Matches,0bf3e7fe
149,Maren Mjelde,no NOR,DFMF,Chelsea,29,1989,14,14,1258,14.0,4,1,3,1,1,1,0,0.29,0.07,0.36,0.21,0.29,2.9,2.1,2.7,4.8,0.21,0.19,0.40,0.15,0.34,Matches,3bf287fc
150,Grace Moloney,ie IRL,GK,Reading,26,1993,10,10,827,9.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dd0c049a
151,Jade Moore,eng ENG,MF,Reading,28,1990,14,14,1230,13.7,4,0,4,0,0,5,0,0.29,0.00,0.29,0.29,0.29,2.0,2.0,2.4,4.4,0.15,0.17,0.32,0.15,0.32,Matches,4319f536
152,Anna Moorhouse,eng ENG,GK,West Ham,24,1995,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,271c5edc
153,Esme Morgan,eng ENG,DF,Everton,18,2000,11,10,920,10.2,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,0.3,0.3,0.2,0.5,0.03,0.02,0.05,0.03,0.05,Matches,ecacba26
154,Emily Murphy,eng ENG,MFFW,Chelsea,16,2003,2,0,26,0.3,1,0,1,0,0,0,0,3.46,0.00,3.46,3.46,3.46,0.7,0.7,0.0,0.7,2.59,0.00,2.59,2.59,2.59,Matches,2a91668a
155,Christie Murray,sct SCO,MF,Liverpool,29,1990,6,0,86,1.0,0,1,0,0,0,0,0,0.00,1.05,1.05,0.00,1.05,0.1,0.1,0.2,0.3,0.06,0.21,0.27,0.06,0.27,Matches,629a62ec
156,Jamie-Lee Napier,sct SCO,MF,Chelsea,19,2000,2,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,Matches,18f952e0
157,Kate Natkiel,eng ENG,MFFW,Brighton,26,1992,7,4,387,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.11,0.05,0.15,0.11,0.15,Matches,b428e192
158,Ashleigh Neville,eng ENG,DF,Tottenham,26,1993,13,12,1092,12.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.6,1.4,0.07,0.05,0.12,0.07,0.12,Matches,047b0b71
159,Amanda Nildén,se SWE,MFFW,Brighton,20,1998,10,5,403,4.5,0,1,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,0.5,0.5,0.3,0.9,0.12,0.07,0.19,0.12,0.19,Matches,ede1eaea
160,Jordan Nobbs,eng ENG,MFFW,Arsenal,26,1992,14,12,1037,11.5,5,2,5,0,0,0,0,0.43,0.17,0.61,0.43,0.61,3.1,3.1,1.6,4.7,0.27,0.14,0.41,0.27,0.41,Matches,2225335c
161,Lotta Ökvist,se SWE,DF,Manchester Utd,22,1997,3,3,190,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,3a885a23
162,Mayumi Pacheco,eng ENG,DF,Reading,20,1998,9,7,680,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.01,0.01,0.02,0.01,0.02,Matches,3dec204f
163,Jessica Park,eng ENG,MF,Manchester City,17,2001,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4a27340c
164,Poppy Pattinson,eng ENG,DF,Bristol City,19,2000,6,6,528,5.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.0,0.2,0.2,0.02,0.04,0.06,0.00,0.04,Matches,eced0e75
165,Chloe Peplow,eng ENG,MF,Tottenham,20,1998,12,10,820,9.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.7,0.04,0.04,0.07,0.04,0.07,Matches,b503594e
166,Ria Percival,nz NZL,MFDF,Tottenham,29,1989,14,14,1260,14.0,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,0.8,1.3,0.03,0.06,0.09,0.03,0.09,Matches,f3746547
167,Pauline Peyraud Magnin,fr FRA,GK,Arsenal,27,1992,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c6876fd6
168,Molly Pike,eng ENG,MF,Everton,18,2001,13,7,563,6.3,1,3,1,0,0,0,0,0.16,0.48,0.64,0.16,0.64,1.6,1.6,0.4,2.0,0.26,0.06,0.32,0.26,0.32,Matches,d6d31734
169,Jo Potter,eng ENG,DF,Reading,34,1984,9,8,709,7.9,1,0,1,0,0,0,0,0.13,0.00,0.13,0.13,0.13,1.0,1.0,0.1,1.1,0.12,0.02,0.14,0.12,0.14,Matches,ffe84701
170,Anke Preuß,de GER,GK,Liverpool,26,1992,10,10,900,10.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,07943bfe
171,Jemma Purfield,eng ENG,DF,Liverpool,22,1997,2,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,adf8b12b
172,Louise Quinn,ie IRL,DF,Arsenal,29,1990,6,3,264,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,4aa73137
173,Lucy Quinn,ie IRL,MFFW,Tottenham,25,1993,15,5,533,5.9,2,0,2,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.6,0.6,0.5,1.1,0.09,0.08,0.18,0.09,0.18,Matches,c7194657
174,Kirsten Reilly,sct SCO,FW,Bristol City,23,1995,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,7948e06a
175,Guro Reiten,no NOR,MFFW,Chelsea,25,1994,15,15,1205,13.4,5,7,5,0,0,0,0,0.37,0.52,0.90,0.37,0.90,3.1,3.1,5.8,8.9,0.23,0.43,0.67,0.23,0.67,Matches,3d728957
176,Leigh-Anne Robe,eng ENG,DF,Liverpool,25,1993,14,14,1260,14.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.01,0.02,0.01,0.02,Matches,0907ce66
177,Rhiannon Roberts,wls WAL,MF,Liverpool,28,1990,12,9,879,9.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.05,0.02,0.07,0.05,0.07,Matches,04be3fea
178,Katie Robinson,eng ENG,FWMF,Bristol City,16,2002,10,3,266,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,9809a8d0
179,Amy Rodgers,eng ENG,MF,Liverpool,19,2000,3,3,231,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.04,0.06,0.02,0.06,Matches,4f15e6a9
180,Ellie Roebuck,eng ENG,GK,Manchester City,19,1999,16,16,1439,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,16d7db66
181,Jill Roord,nl NED,MFFW,Arsenal,22,1997,14,9,848,9.4,2,0,2,0,0,4,0,0.21,0.00,0.21,0.21,0.21,2.6,2.6,0.6,3.2,0.28,0.06,0.34,0.28,0.34,Matches,443146ab
182,Emma Rose Kelly,eng ENG,MFFW,Birmingham City,22,1997,3,1,114,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.08,0.00,0.08,0.08,0.08,Matches,b7242088
183,Jane Ross,sct SCO,FW,Manchester Utd,29,1989,11,7,570,6.3,1,1,1,0,0,0,0,0.16,0.16,0.32,0.16,0.32,1.5,1.5,0.3,1.9,0.25,0.05,0.30,0.25,0.30,Matches,8844be23
184,Rachel Rowe,wls WAL,DF,Reading,26,1992,12,11,946,10.5,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.03,0.08,0.11,0.03,0.11,Matches,3a336e9f
185,Ebony Salmon,eng ENG,FWMF,Bristol City,18,2001,14,7,746,8.3,5,1,5,0,0,1,0,0.60,0.12,0.72,0.60,0.72,2.3,2.3,0.6,2.9,0.28,0.07,0.35,0.28,0.35,Matches,63667d66
186,Meaghan Sargeant,eng ENG,DF,Bristol City,25,1994,12,12,1052,11.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.03,0.01,0.04,0.03,0.04,Matches,030e6560
187,Jenna Schillaci,eng ENG,DF,Tottenham,35,1984,3,3,270,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches,48e48d80
188,Viktoria Schnaderbeck,at AUT,DF,Arsenal,28,1991,10,10,876,9.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,51d0ba7e
189,Connie Scofield,eng ENG,MFFW,Birmingham City,20,1999,9,3,370,4.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches,192b4396
190,Harriet Scott,ie IRL,DF,Birmingham City,26,1993,11,9,793,8.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.03,0.04,0.01,0.04,Matches,9ea4f36a
191,Jill Scott,eng ENG,MF,Manchester City,32,1987,16,15,1287,14.3,0,3,0,0,0,1,0,0.00,0.21,0.21,0.00,0.21,0.8,0.8,3.0,3.8,0.06,0.21,0.27,0.06,0.27,Matches,bb3bd078
192,Jessica Sigsworth,eng ENG,FWMF,Manchester Utd,24,1994,14,7,720,8.0,2,3,2,0,0,0,0,0.25,0.37,0.62,0.25,0.62,1.9,1.9,2.9,4.8,0.24,0.36,0.60,0.24,0.60,Matches,8f0c718e
193,Julia Simic,de GER,MFFW,West Ham,30,1989,5,2,207,2.3,0,2,0,0,0,0,0,0.00,0.87,0.87,0.00,0.87,0.0,0.0,0.1,0.1,0.02,0.04,0.06,0.02,0.06,Matches,71a8e019
194,Lily Simkin,eng ENG,DF,Birmingham City,15,2003,6,4,415,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.03,0.03,0.00,0.03,Matches,c5f14319
195,Erin Simon,us USA,DF,West Ham,24,1994,2,2,133,1.5,0,1,0,0,0,0,0,0.00,0.68,0.68,0.00,0.68,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,99b8bc28
196,Emily Simpkins,eng ENG,MF,Brighton,29,1990,10,8,603,6.7,0,1,0,0,0,0,0,0.00,0.15,0.15,0.00,0.15,0.6,0.6,0.1,0.7,0.09,0.02,0.11,0.09,0.11,Matches,6648899b
197,Kirsty Smith,sct SCO,DF,Manchester Utd,25,1994,8,7,632,7.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.01,0.03,0.04,0.01,0.04,Matches,74734dd2
198,Cho So-hyun,kr KOR,MF,West Ham,31,1988,8,6,547,6.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.04,0.06,0.02,0.06,Matches,4c004d8c
199,Ji So-yun,kr KOR,MF,Chelsea,28,1991,13,12,999,11.1,6,3,6,0,0,1,0,0.54,0.27,0.81,0.54,0.81,2.1,2.1,2.2,4.2,0.19,0.20,0.38,0.19,0.38,Matches,60d80b92
200,Drew Spence,jm JAM,MFFW,Chelsea,26,1992,15,8,633,7.0,3,2,3,0,0,1,0,0.43,0.28,0.71,0.43,0.71,1.9,1.9,1.5,3.4,0.27,0.21,0.48,0.27,0.48,Matches,8983fe4a
201,Rebecca Spencer,jm JAM,GK,Tottenham,28,1991,14,14,1207,13.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c207731f
202,Lucy Staniforth,eng ENG,MF,Birmingham City,26,1992,10,10,900,10.0,1,3,1,0,0,1,0,0.10,0.30,0.40,0.10,0.40,1.0,1.0,1.4,2.4,0.10,0.14,0.24,0.10,0.24,Matches,2ee41ad7
203,Georgia Stanway,eng ENG,FWDF,Manchester City,20,1999,13,8,832,9.2,4,2,4,0,1,3,1,0.43,0.22,0.65,0.43,0.65,4.0,3.2,0.8,4.0,0.43,0.09,0.52,0.35,0.44,Matches,89c43b54
204,Demi Stokes,eng ENG,DF,Manchester City,27,1991,14,13,1135,12.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.7,0.02,0.04,0.06,0.02,0.06,Matches,a49a1c85
205,Abbey-Leigh Stringer,eng ENG,MF,Everton,24,1995,11,5,505,5.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d2fb8712
206,Courtney Sweetman-Kirk,eng ENG,FW,Liverpool,28,1990,11,7,599,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.2,0.11,0.07,0.18,0.11,0.18,Matches,e04121b4
207,Carly Telford,eng ENG,GK,Chelsea,32,1987,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,a428bcd0
208,Martha Thomas,sct SCO,FW,West Ham,23,1996,10,10,886,9.8,4,1,4,0,0,1,0,0.41,0.10,0.51,0.41,0.51,4.0,4.0,1.2,5.2,0.41,0.12,0.53,0.41,0.53,Matches,39e9f635
209,Maria Thorisdottir,no NOR,MF,Chelsea,26,1993,5,0,76,0.8,1,0,1,0,0,0,0,1.18,0.00,1.18,1.18,1.18,0.2,0.2,0.0,0.2,0.23,0.00,0.23,0.23,0.23,Matches,8ee86892
210,Tyler Toland,ie IRL,MF,Manchester City,17,2001,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.31,0.31,0.00,0.31,Matches,2aa06b99
211,Ella Toone,eng ENG,MFFW,Manchester Utd,19,1999,13,5,526,5.8,1,2,1,0,0,2,1,0.17,0.34,0.51,0.17,0.51,2.8,2.8,0.5,3.3,0.47,0.09,0.56,0.47,0.56,Matches,ea1a4530
212,Amy Turner,eng ENG,DF,Manchester Utd,28,1991,13,11,1070,11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.03,0.04,0.07,0.03,0.07,Matches,a21edf38
213,Danielle Turner,eng ENG,DF,Everton,28,1991,14,14,1260,14.0,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.8,0.8,1.0,1.8,0.06,0.07,0.13,0.06,0.13,Matches,cdcfea31
214,Millie Turner,eng ENG,DF,Manchester Utd,23,1996,14,14,1249,13.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.07,0.01,0.08,0.07,0.08,Matches,53926a7a
215,Iniabasi Umotong,ng NGA,FW,Brighton,25,1994,14,6,635,7.1,1,0,1,0,0,1,0,0.14,0.00,0.14,0.14,0.14,2.1,2.1,1.0,3.1,0.30,0.14,0.44,0.30,0.44,Matches,73699805
216,Vencislav Vasilev,eng ENG,GK,Tottenham,31,1988,3,1,143,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0994ccc7
217,Laura Vetterlein,de GER,DF,West Ham,27,1992,13,13,1139,12.7,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,0.3,0.3,0.1,0.4,0.03,0.01,0.03,0.03,0.03,Matches,6f74ae1e
218,Brianna Visalli,us USA,MFFW,Birmingham City,24,1995,9,7,624,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.07,0.03,0.10,0.07,0.10,Matches,bbdfa558
219,Claudia Walker,eng ENG,FWMF,Birmingham City,23,1996,13,10,899,10.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.2,1.2,0.3,1.5,0.12,0.03,0.15,0.12,0.15,Matches,fcdb5047
220,Filippa Wallén,se SWE,DF,West Ham,19,2000,2,0,52,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.07,0.07,0.00,0.07,Matches,31c5d57d
221,Keira Walsh,eng ENG,MF,Manchester City,22,1997,14,14,1260,14.0,2,4,2,0,0,0,0,0.14,0.29,0.43,0.14,0.43,0.3,0.3,2.6,3.0,0.02,0.19,0.21,0.02,0.21,Matches,ca934b6b
222,Megan Walsh,ie IRL,GK,Brighton,24,1994,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,8694b82e
223,Lia Wälti,ch SUI,MF,Arsenal,26,1993,10,9,794,8.8,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.2,0.4,0.02,0.02,0.04,0.02,0.04,Matches,5410bdaa
