,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,-additional
111,Tobin Heath,us USA,FW,Manchester Utd,32,1988,8,7,575,6.4,4,2,4,0,0,1,0,0.63,0.31,0.94,0.63,0.94,2.1,2.1,2.0,4.1,0.33,0.31,0.63,0.33,0.63,Matches,59ef6268
112,Lauren Hemp,eng ENG,FW,Manchester City,19,2000,15,13,1057,11.7,6,8,6,0,0,0,0,0.51,0.68,1.19,0.51,1.19,2.3,2.3,6.6,9.0,0.20,0.57,0.76,0.20,0.76,Matches,d979e267
113,Nora Heroum,fi FIN,FWMF,Brighton,26,1994,11,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,1.1,0.21,0.01,0.22,0.21,0.22,Matches,a28c8e7c
114,Rebecca Holloway,nir NIR,DF,Birmingham City,24,1995,21,20,1811,20.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,c50ff385
115,Steph Houghton,eng ENG,DF,Manchester City,32,1988,16,16,1415,15.7,2,2,2,0,0,0,0,0.13,0.13,0.25,0.13,0.25,3.1,3.1,1.1,4.2,0.19,0.07,0.27,0.19,0.27,Matches,378ce9a0
116,Carla Humphrey,eng ENG,MF,Bristol City,23,1996,21,20,1636,18.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.5,1.2,0.04,0.03,0.07,0.04,0.07,Matches,341633fc
117,Jodie Hutton,eng ENG,DFFW,Aston Villa,19,2001,17,12,1053,11.7,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.2,0.6,0.03,0.02,0.05,0.03,0.05,Matches,e904f17c
118,Sophie Ingle,wls WAL,MFDF,Chelsea,28,1991,18,13,1226,13.6,0,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,0.7,0.7,0.6,1.3,0.05,0.04,0.09,0.05,0.09,Matches,64623394
119,Mana Iwabuchi,jp JPN,MFFW,Aston Villa,27,1993,13,11,981,10.9,2,1,2,0,0,1,0,0.18,0.09,0.28,0.18,0.28,1.2,1.2,0.9,2.2,0.11,0.09,0.20,0.11,0.20,Matches,cda50d6b
120,Angharad James,wls WAL,MF,Reading,26,1994,22,22,1980,22.0,1,1,1,0,0,0,0,0.05,0.05,0.09,0.05,0.09,2.1,2.1,2.0,4.0,0.09,0.09,0.18,0.09,0.18,Matches,6444e5a0
121,Lauren James,eng ENG,FW,Manchester Utd,18,2001,10,5,436,4.8,2,1,2,0,0,0,0,0.41,0.21,0.62,0.41,0.62,1.4,1.4,0.8,2.2,0.29,0.17,0.46,0.29,0.46,Matches,d6c2ee71
122,Rianna Jarrett,ie IRL,FW,Brighton,21,1999,16,8,735,8.2,2,0,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,1.1,1.1,0.6,1.7,0.14,0.07,0.21,0.14,0.21,Matches,ad121296
123,Lois Joel,eng ENG,DFMF,West Ham,21,1999,5,3,278,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches,335ded15
124,Carrie Jones,wls WAL,DFFW,Manchester Utd,16,2003,2,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,d3032ee0
125,Ellen Jones,eng ENG,MF,Bristol City,17,2002,5,1,94,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.05,0.00,0.05,0.05,0.05,Matches,bde1add6
126,Inessa Kaagman,nl NED,MFFW,Brighton,24,1996,22,22,1896,21.1,8,1,4,4,4,0,0,0.38,0.05,0.43,0.19,0.24,5.1,2.0,1.7,3.7,0.24,0.08,0.32,0.09,0.17,Matches,4f9ac754
127,Chloe Kelly,eng ENG,FW,Manchester City,22,1998,21,20,1702,18.9,10,11,8,2,2,1,0,0.53,0.58,1.11,0.42,1.00,8.3,6.7,7.7,14.4,0.44,0.41,0.85,0.36,0.76,Matches,9ff67bf9
128,Alanna Kennedy,au AUS,MF,Tottenham,25,1995,19,18,1570,17.4,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,1.3,1.3,0.3,1.6,0.08,0.01,0.09,0.08,0.09,Matches,8252bc62
129,Danique Kerkdijk,nl NED,DF,Brighton,24,1996,19,16,1516,16.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,b04bd0b8
130,Sam Kerr,au AUS,FW,Chelsea,26,1993,22,19,1517,16.9,21,8,21,0,0,0,0,1.25,0.47,1.72,1.25,1.72,17.4,17.4,6.4,23.8,1.03,0.38,1.41,1.03,1.41,Matches,6a435e8d
131,Leanne Kiernan,ie IRL,FW,West Ham,21,1999,7,2,214,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.14,0.17,0.02,0.17,Matches,be519a1d
132,Fran Kirby,eng ENG,FWMF,Chelsea,27,1993,18,16,1378,15.3,16,11,16,0,0,0,0,1.04,0.72,1.76,1.04,1.76,7.1,7.1,7.2,14.3,0.46,0.47,0.93,0.46,0.93,Matches,bd91e11f
133,Wiktoria Kiszkis,pl POL,FW,West Ham,17,2003,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,979f9251
134,Emma Koivisto,fi FIN,DFMF,Brighton,25,1994,9,9,765,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.07,0.08,0.15,0.07,0.15,Matches,4658c710
135,Tinja-Riikka Korpela,fi FIN,GK,Everton,34,1986,5,4,432,4.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9df8e322
136,Cecilie Kvamme,no NOR,DF,West Ham,24,1995,19,17,1492,16.6,0,2,0,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.8,1.1,0.02,0.05,0.07,0.02,0.07,Matches,9d8d9f54
137,Hayley Ladd,wls WAL,MF,Manchester Utd,26,1993,18,12,1110,12.3,1,5,1,0,0,4,0,0.08,0.41,0.49,0.08,0.49,1.2,1.2,2.1,3.3,0.10,0.17,0.27,0.10,0.27,Matches,1e4d1c4c
138,Stine Larsen,dk DEN,FW,Aston Villa,24,1996,17,16,1452,16.1,1,0,0,1,1,2,0,0.06,0.00,0.06,0.00,0.00,3.4,2.6,0.8,3.4,0.21,0.05,0.26,0.16,0.21,Matches,6e9601ef
139,Rose Lavelle,us USA,FWMF,Manchester City,25,1995,16,3,466,5.2,1,0,1,0,1,0,0,0.19,0.00,0.19,0.19,0.19,2.3,1.5,0.2,1.8,0.45,0.04,0.49,0.29,0.34,Matches,dcd6a67e
140,Gemma Lawley,eng ENG,DF,Birmingham City,19,2001,5,2,201,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,1be0d49b
141,Naomi Layzell,eng ENG,DF,Bristol City,16,2004,7,4,380,4.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,2434d456
142,Maya Le Tissier,eng ENG,DF,Brighton,18,2002,22,22,1977,22.0,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.6,0.6,0.4,1.0,0.03,0.02,0.04,0.03,0.04,Matches,087316e6
143,Alisha Lehmann,ch SUI,FW,West Ham,21,1999,9,5,398,4.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.1,1.0,0.19,0.03,0.22,0.19,0.22,Matches,f32bb122
144,Alisha Lehmann,ch SUI,FW,Everton,21,1999,8,3,349,3.9,1,1,1,0,0,0,0,0.26,0.26,0.52,0.26,0.52,0.7,0.7,0.6,1.3,0.18,0.15,0.33,0.18,0.33,Matches,f32bb122
145,Kristine Leine,no NOR,DF,Reading,24,1996,18,12,1175,13.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04,Matches,c125174e
146,Adriana Leon,ca CAN,FWMF,West Ham,27,1992,13,11,1003,11.1,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,2.2,2.2,0.8,3.0,0.20,0.07,0.27,0.20,0.27,Matches,15c7bfb7
147,Melanie Leupolz,de GER,MF,Chelsea,26,1994,19,17,1427,15.9,5,1,4,1,2,2,0,0.32,0.06,0.38,0.25,0.32,3.3,1.7,0.6,2.3,0.21,0.03,0.24,0.11,0.15,Matches,4fc6f0fa
148,Kim Little,sct SCO,MF,Arsenal,30,1990,16,14,1268,14.1,5,2,3,2,3,0,0,0.35,0.14,0.50,0.21,0.35,4.2,1.9,1.5,3.4,0.30,0.11,0.41,0.13,0.24,Matches,bef86627
149,Ruesha Littlejohn,ie IRL,MF,Birmingham City,30,1990,11,11,888,9.9,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.1,0.7,0.07,0.01,0.07,0.07,0.07,Matches,342232da
150,Chloe Logarzo,au AUS,MFFW,Bristol City,25,1994,8,7,585,6.5,1,0,0,1,1,0,0,0.15,0.00,0.15,0.00,0.00,0.9,0.1,0.4,0.5,0.14,0.06,0.20,0.02,0.08,Matches,40a0bec9
151,Kate Longhurst,eng ENG,MFFW,West Ham,31,1989,18,16,1401,15.6,0,1,0,0,0,3,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.8,1.1,0.02,0.05,0.07,0.02,0.07,Matches,05638837
152,Rikke Læntver Sevecke,dk DEN,DF,Everton,24,1996,20,19,1666,18.5,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.4,0.4,0.4,0.7,0.02,0.02,0.04,0.02,0.04,Matches,2fff97d6
153,Ruby Mace,eng ENG,FWMF,Arsenal,16,2003,3,0,28,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,e5a62c31
154,Ruby Mace,eng ENG,DFMF,Birmingham City,16,2003,11,11,977,10.9,2,0,2,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.1,1.1,0.0,1.1,0.10,0.00,0.10,0.10,0.10,Matches,e5a62c31
155,Sandy MacIver,eng ENG,GK,Everton,22,1998,18,18,1548,17.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,90ebe6bf
156,Simone Magill,nir NIR,FWMF,Everton,25,1994,16,7,682,7.6,6,1,6,0,0,1,0,0.79,0.13,0.92,0.79,0.92,2.5,2.5,0.5,3.0,0.33,0.06,0.40,0.33,0.40,Matches,34691e2f
157,Leonie Maier,de GER,DF,Arsenal,27,1992,12,6,501,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.04,0.08,0.04,0.08,Matches,bff94098
158,Aoife Mannion,eng ENG,DFFW,Manchester City,24,1995,3,1,123,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,65be012f
159,Noëlle Maritz,ch SUI,DF,Arsenal,24,1995,12,10,842,9.4,0,4,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,0.3,0.3,1.1,1.4,0.04,0.12,0.15,0.04,0.15,Matches,41d5abd2
160,Lucía Marte,do DOM,FWMF,Tottenham,22,1997,7,2,245,2.7,1,0,1,0,1,0,0,0.37,0.00,0.37,0.37,0.37,1.0,0.2,0.1,0.3,0.37,0.04,0.41,0.08,0.12,Matches,be71f47a
161,Ella Mastrantonio,au AUS,MF,Bristol City,28,1992,15,10,921,10.2,1,2,1,0,0,1,0,0.10,0.20,0.29,0.10,0.29,0.3,0.3,0.4,0.7,0.03,0.04,0.07,0.03,0.07,Matches,f9796596
162,Jasmine Matthews,eng ENG,DFMF,Bristol City,27,1993,10,9,800,8.9,0,1,0,0,0,1,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,0.4,0.5,0.02,0.04,0.06,0.02,0.06,Matches,208e9d61
163,Sarah Mayling,eng ENG,MFDF,Birmingham City,23,1997,18,18,1564,17.4,0,4,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,0.3,0.3,2.4,2.7,0.02,0.14,0.16,0.02,0.16,Matches,5aad26a6
164,Katie McCabe,ie IRL,DF,Arsenal,24,1995,21,19,1735,19.3,4,11,4,0,0,3,0,0.21,0.57,0.78,0.21,0.78,2.5,2.5,5.7,8.2,0.13,0.30,0.43,0.13,0.43,Matches,cb3a3ff4
165,Chloe McCarron,nir NIR,MF,Birmingham City,22,1997,10,4,296,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.02,0.05,0.03,0.05,Matches,3975cd51
166,Olivia McLoughlin,eng ENG,MFDF,Aston Villa,15,2004,8,7,608,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.04,0.05,0.01,0.05,Matches,9a67772c
167,Abbie McManus,eng ENG,DF,Manchester Utd,27,1993,5,5,405,4.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,6b4fff19
168,Abbie McManus,eng ENG,DF,Tottenham,27,1993,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,6b4fff19
169,Beth Mead,eng ENG,FW,Arsenal,25,1995,21,19,1652,18.4,4,8,4,0,0,2,1,0.22,0.44,0.65,0.22,0.65,3.4,3.4,8.6,11.9,0.18,0.47,0.65,0.18,0.65,Matches,921c8f1d
170,Sam Mewis,us USA,MF,Manchester City,27,1992,17,14,1147,12.7,7,2,7,0,1,1,0,0.55,0.16,0.71,0.55,0.71,5.4,4.6,2.0,6.6,0.42,0.16,0.58,0.36,0.52,Matches,9faa1610
171,Vivianne Miedema,nl NED,FW,Arsenal,24,1996,22,21,1862,20.7,18,5,18,0,0,1,0,0.87,0.24,1.11,0.87,1.11,15.1,15.1,4.5,19.6,0.73,0.22,0.95,0.73,0.95,Matches,fa4e4c0a
172,Aurora Mikalsen,no NOR,GK,Tottenham,24,1996,5,5,450,5.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,61493984
173,Emma Mitchell,sct SCO,DF,Reading,27,1992,14,14,1204,13.4,0,4,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,0.3,0.3,2.4,2.6,0.02,0.18,0.20,0.02,0.20,Matches,0bf3e7fe
174,Maren Mjelde,no NOR,DF,Chelsea,30,1989,15,14,1214,13.5,2,1,0,2,2,1,0,0.15,0.07,0.22,0.00,0.07,1.8,0.2,1.8,2.1,0.13,0.14,0.27,0.02,0.15,Matches,3bf287fc
175,Ingrid Moe Wold,no NOR,DF,Everton,30,1990,21,20,1719,19.1,0,1,0,0,0,1,0,0.00,0.05,0.05,0.00,0.05,0.2,0.2,1.1,1.3,0.01,0.06,0.07,0.01,0.07,Matches,302c6c6e
176,Grace Moloney,ie IRL,GK,Reading,27,1993,22,22,1980,22.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,dd0c049a
177,Alex Morgan,us USA,FW,Tottenham,31,1989,4,3,240,2.7,2,0,0,2,2,0,0,0.75,0.00,0.75,0.00,0.00,1.7,0.1,0.6,0.7,0.64,0.23,0.87,0.05,0.28,Matches,1a64f434
178,Esme Morgan,eng ENG,DF,Manchester City,19,2000,12,10,933,10.4,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07,Matches,ecacba26
179,Esther Morgan,wls WAL,DF,Tottenham,17,2002,8,7,645,7.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,243fb03f
180,Emily Murphy,eng ENG,FW,Birmingham City,17,2003,11,8,687,7.6,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,0.6,0.6,0.1,0.8,0.08,0.02,0.10,0.08,0.10,Matches,2a91668a
181,Christie Murray,sct SCO,MF,Birmingham City,30,1990,16,15,1395,15.5,2,0,1,1,1,1,0,0.13,0.00,0.13,0.06,0.06,1.4,0.6,0.6,1.2,0.09,0.04,0.13,0.04,0.08,Matches,629a62ec
182,Zecira Musovic,se SWE,GK,Chelsea,24,1996,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,4c48a42a
183,Nor Mustafa,se SWE,FWMF,West Ham,18,2001,9,0,74,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.00,0.16,0.16,0.16,Matches,1a6cf242
184,Elisha N'Dow,eng ENG,DF,Aston Villa,23,1996,20,16,1571,17.5,0,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches,6bb270e9
185,Jamie-Lee Napier,sct SCO,MF,Birmingham City,20,2000,19,17,1442,16.0,1,0,1,0,0,1,0,0.06,0.00,0.06,0.06,0.06,,,,,,,,,,Matches,18f952e0
186,Ashleigh Neville,eng ENG,DF,Tottenham,27,1993,12,12,1012,11.2,2,0,2,0,0,4,0,0.18,0.00,0.18,0.18,0.18,1.5,1.0,0.5,1.5,0.13,0.04,0.17,0.09,0.13,Matches,047b0b71
187,Jessica Ngunga,eng ENG,FW,Tottenham,19,2000,10,4,418,4.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.04,0.03,0.08,0.04,0.08,Matches,a6cc3fcc
188,Jordan Nobbs,eng ENG,FWMF,Arsenal,27,1992,16,12,1048,11.6,5,4,5,0,0,1,0,0.43,0.34,0.77,0.43,0.77,4.6,4.6,4.2,8.8,0.39,0.36,0.75,0.39,0.75,Matches,2225335c
189,Denise O'Sullivan,ie IRL,MFFW,Brighton,26,1994,9,8,761,8.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.1,0.06,0.06,0.13,0.06,0.13,Matches,2f3ffc2d
190,Lotta Ökvist,se SWE,DF,Manchester Utd,23,1997,3,1,113,1.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.03,0.03,0.00,0.03,Matches,3a885a23
191,Mayumi Pacheco,eng ENG,DF,West Ham,21,1998,17,11,1068,11.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.9,0.04,0.04,0.08,0.04,0.08,Matches,3dec204f
192,Aimee Palmer,eng ENG,MFDF,Bristol City,20,2000,15,11,868,9.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03,Matches,37d866d9
193,Jessica Park,eng ENG,FW,Manchester City,18,2001,9,1,182,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches,4a27340c
194,Anna Patten,eng ENG,DF,Arsenal,21,1999,7,2,203,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.11,0.11,0.00,0.11,Matches,5d6376ee
195,Poppy Pattinson,eng ENG,DFMF,Everton,20,2000,11,7,749,8.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.01,0.01,0.02,0.01,0.02,Matches,eced0e75
196,Chloe Peplow,eng ENG,MF,Tottenham,21,1998,4,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.04,0.05,0.01,0.05,Matches,b503594e
197,Ria Percival,nz NZL,MFDF,Tottenham,30,1989,16,16,1440,16.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.7,1.7,0.9,2.6,0.10,0.06,0.16,0.10,0.16,Matches,f3746547
198,Ramona Petzelberger,de GER,MFFW,Aston Villa,27,1992,11,9,788,8.8,3,0,3,0,0,1,0,0.34,0.00,0.34,0.34,0.34,1.4,1.4,0.6,2.0,0.16,0.07,0.23,0.16,0.23,Matches,27ad6364
199,Molly Pike,eng ENG,MF,Bristol City,19,2001,11,11,990,11.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.5,1.3,0.08,0.04,0.12,0.08,0.12,Matches,d6d31734
200,Molly Pike,eng ENG,FWDF,Everton,19,2001,4,0,60,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06,Matches,d6d31734
201,Christen Press,us USA,FW,Manchester Utd,31,1988,14,12,954,10.6,4,1,4,0,0,2,0,0.38,0.09,0.47,0.38,0.47,4.3,4.3,1.5,5.8,0.41,0.14,0.55,0.41,0.55,Matches,fe95f6e7
202,Jemma Purfield,eng ENG,DF,Bristol City,23,1997,21,21,1890,21.0,1,1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.4,0.4,1.4,1.7,0.02,0.07,0.08,0.02,0.08,Matches,adf8b12b
203,Lucy Quinn,ie IRL,FWMF,Tottenham,26,1993,19,5,585,6.5,1,0,1,0,0,0,0,0.15,0.00,0.15,0.15,0.15,0.7,0.7,0.5,1.2,0.11,0.07,0.18,0.11,0.18,Matches,c7194657
204,Laura Rafferty,nir NIR,DFMF,Bristol City,24,1996,13,6,587,6.5,0,1,0,0,0,1,0,0.00,0.15,0.15,0.00,0.15,0.0,0.0,0.0,0.0,0.00,0.00,0.01,0.00,0.01,Matches,0ebf8bcd
205,Hayley Raso,au AUS,FWDF,Everton,25,1994,22,16,1434,15.9,5,2,5,0,0,2,0,0.31,0.13,0.44,0.31,0.44,4.6,4.6,1.5,6.0,0.29,0.09,0.38,0.29,0.38,Matches,4a4fc01f
206,Guro Reiten,no NOR,FWMF,Chelsea,26,1994,19,9,890,9.9,1,3,1,0,0,1,0,0.10,0.30,0.40,0.10,0.40,1.7,1.7,3.4,5.0,0.17,0.34,0.51,0.17,0.51,Matches,3d728957
207,Beth Roberts,wls WAL,DF,Reading,17,2003,6,4,320,3.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05,Matches,481e11d3
208,Katie Robinson,eng ENG,FW,Brighton,17,2002,1,1,65,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,9809a8d0
209,Bethan Roe,eng ENG,DF,Brighton,20,1999,3,2,218,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.03,0.04,0.07,0.03,0.07,Matches,1f412db9
210,Ellie Roebuck,eng ENG,GK,Manchester City,20,1999,20,20,1800,20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,16d7db66
211,Sian Rogers,eng ENG,GK,Aston Villa,22,1998,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,c2a777bd
212,Jill Roord,nl NED,MFFW,Arsenal,23,1997,19,15,1312,14.6,7,3,7,0,0,1,0,0.48,0.21,0.69,0.48,0.69,5.5,5.5,2.3,7.8,0.38,0.16,0.54,0.38,0.54,Matches,443146ab
213,Emma Rose Kelly,eng ENG,MFDF,Birmingham City,23,1997,16,8,796,8.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.4,0.03,0.02,0.05,0.03,0.05,Matches,b7242088
214,Jane Ross,sct SCO,FWMF,Manchester Utd,30,1989,12,3,350,3.9,2,0,2,0,0,0,0,0.51,0.00,0.51,0.51,0.51,1.6,1.6,0.0,1.6,0.40,0.01,0.42,0.40,0.42,Matches,8844be23
215,Rachel Rowe,wls WAL,MF,Reading,27,1992,19,12,1232,13.7,5,0,5,0,0,3,1,0.37,0.00,0.37,0.37,0.37,2.5,2.5,1.4,4.0,0.19,0.10,0.29,0.19,0.29,Matches,3a336e9f
216,Alessia Russo,eng ENG,FW,Manchester Utd,21,1999,4,3,280,3.1,3,2,3,0,0,0,0,0.96,0.64,1.61,0.96,1.61,3.0,3.0,1.4,4.3,0.96,0.44,1.39,0.96,1.39,Matches,043d38be
217,Ebony Salmon,eng ENG,FWMF,Bristol City,19,2001,20,15,1516,16.8,6,1,5,1,1,1,0,0.36,0.06,0.42,0.30,0.36,6.3,5.5,0.9,6.3,0.37,0.05,0.42,0.33,0.38,Matches,63667d66
218,Meaghan Sargeant,eng ENG,DF,Bristol City,26,1994,3,3,249,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches,030e6560
219,Veatriki Sarri,gr GRE,MFFW,Birmingham City,22,1998,1,0,33,0.4,1,0,1,0,0,0,0,2.73,0.00,2.73,2.73,2.73,0.0,0.0,0.0,0.0,0.10,0.00,0.10,0.10,0.10,Matches,8da281d5
220,Viktoria Schnaderbeck,at AUT,DF,Arsenal,29,1991,6,5,459,5.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches,51d0ba7e
221,Connie Scofield,eng ENG,MF,Birmingham City,21,1999,8,6,571,6.3,0,2,0,0,0,2,0,0.00,0.32,0.32,0.00,0.32,0.0,0.0,0.7,0.7,0.00,0.11,0.11,0.00,0.11,Matches,192b4396
222,Harriet Scott,ie IRL,DF,Birmingham City,27,1993,20,20,1757,19.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.2,0.7,0.03,0.01,0.03,0.03,0.03,Matches,9ea4f36a
223,Jill Scott,eng ENG,MF,Manchester City,33,1987,7,2,266,3.0,1,1,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68,0.6,0.6,0.8,1.4,0.21,0.28,0.49,0.21,0.49,Matches,bb3bd078
